,title,vote,genre,country,time,grade,poster_path,actor_1,actor_2,actor_3,year,month,day,content
1222,크리스마스 연대기,관람객 평점 없음,"['코미디', '가족']",미국,101분,전체 관람가,https://movie-phinf.pstatic.net/20201118_200/160569100921243JGm_JPEG/movie_image.jpg?type=m203_290_2,커트 러셀, 유다 르위스, 다비 캠프,2018,11,22,"사고뭉치 남매들, 산타의 썰매의 올라타다? 거침없는 영혼의 21세기 산타도 놀라게 한 크리스마스 대소동! 위기의 크리스마스를 구하기 위한 마법 같은 모험이 시작된다."
1224,더 빌리지,관람객 평점 없음,['공포'],튀니지,114분,15세 관람가,https://movie-phinf.pstatic.net/20191014_134/15710297905020u3KU_JPEG/movie_image.jpg?type=m203_290_2,야스민 디마씨, 헬라 아예드, 아지즈 즈발리,2019,11,07,저널리즘을 공부하는 세 친구가 마녀라 불리는 여자의 비밀을 밝히기 위해 그녀가 살던 곳을 찾아간다. 아는 사람도 없고 지도에도 나와 있지 않은 마을 ‘다크라’섬뜩한 기운과 서늘한 침묵만이 가득한 그곳에서 그들이 목격한 진실은 무엇일까?
1236,콜드플레이: 헤드 풀 오브 드림스,관람객 평점 없음,['다큐멘터리'],영국,105분,12세 관람가,https://movie-phinf.pstatic.net/20181206_149/1544086068794tBUNu_JPEG/movie_image.jpg?type=m203_290_2,크리스 마틴, 윌 챔피언, 존 벅클랜드,2018,12,28,"세계적인 밴드 콜드플레이의 초창기 모습부터 슈퍼스타가 된 지금의 모습까지의 여정이 담긴 20년 역사가 공개된다.한번도 보여준 적 없던 콜드플레이의 이전 자료들과 A Head Full of Dreams 투어 동안의 생생한 무대와백스테이지에서의 모습들, Fix You와 Viva La Vida와 같은 대표적인 곡들의 화려한 무대와 밴드의 우정, 형제애까지콜드플레이의 모든 것을 기록한 다큐멘터리이다."
1238,레드 스프링 아포칼립스,관람객 평점 없음,"['액션', '공포']",캐나다,104분,15세 관람가,https://movie-phinf.pstatic.net/20181211_36/1544492507900cnx9b_JPEG/movie_image.jpg?type=m203_290_2,제프 시나삭,,,2019,01,10,인류가 벌인 실수로 퍼진 뱀파이어 바이러스로 초토화 된 지구. 문명은 파괴되고레이를 비롯한 생존자들은 인간의 피를 얻기 위해 무자비한 괴물로 변한 흡혈인간들을피해 살아가고 있다. 그러던 중 사방이 막힌 비밀 벙커를 발견하고 이를 안전가옥으로 삼아 생존을 위한 터전으로 삼으려 한다. 하지만 점점 영악해지는 뱀파이어 인간들의 공격은 날로 강해지고 결국 벙커에까지 침입하게 되면서 생존을 건 최후의 대결이 벌어진다.
1239,할로우 차일드 숲 속의 문,관람객 평점 없음,['스릴러'],미국,90분,15세 관람가,https://movie-phinf.pstatic.net/20181228_34/1545962644188q3a5n_JPEG/movie_image.jpg?type=m203_290_2,제니퍼 피어스 매서스,,,2019,01,24,레드와 에벌린은 자페 증상이 있는 아들을 위해 조용한 시골로 오게 된다. 아이의 학비와 생활을 위해 열심히 일하는 평범한 가족은 우연히 숲 속에 버려진 문을 집으로 가져 오면서거대한 위기를 맞게 된다. 문으로 아이들을 유인해 사냥하는 악령은 에버린의 아이를 인질로 삼아더 많은 아이들을 요구하게 된다. 퇴마사 유리하와 함께 아이들의 목숨을 건 퇴마 대결이 시작된다.
1240,상류시대,관람객 평점 없음,"['멜로/로맨스', '드라마']",한국,95분,청소년 관람불가,https://movie-phinf.pstatic.net/20190313_237/1552443728222kmGX8_JPEG/movie_image.jpg?type=m203_290_2,하마사키 마오,,,2019,01,02,"직장도 애인도 없이 허송 세월을 보내는 백수는 어느 날 꿈에 자신과 뜨거운 섹스를 한 여인을 찾으러 일본으로 훌쩍 떠난다.', 연고도 없는 일본에서 우선 변두리의 싼 숙소부터 찾은 백수.', 그 곳에서 자신을 맞아준 여인이 바로 꿈 속의 그녀 마오다.', 마오의 따뜻하고 친절한 접대에 한 껏 들뜬 백수는 숙소 구경을 하던 중 같은 곳에 머무는 어느 부부의 방을 ', 우연히 보게 되는데, 부부는 차마 눈뜨고 볼 수 없는 가학적인 섹스를 하고 있다.', 사실 백수가 묵게 된 숙소는 SM을 즐기는 사람들의 아지트로 마오가 SM클럽의 대장이자 운영자였던 것. ', 이제 이들은 백수를 조금씩 SM의 세계로 끌어들이고… 백수도 자신이 모르던 성적 취향에 눈을 떠 가는데…"
1242,그림자 킬러,관람객 평점 없음,['스릴러'],미국,84분,15세 관람가,https://movie-phinf.pstatic.net/20181228_202/1545959062758dmJVP_JPEG/movie_image.jpg?type=m203_290_2,알란 헌팅턴,,,2019,01,17,"한 여성이 그림자처럼 숨어든 스토커에게 순식간에 살해당한다. 이후 죽음의 고속도로를 배경으로 펼쳐지는 공포의 에피소드가 차례로 소개 되어진다. 싸이코 살인마, 다중인격자의 정체, 원혼의 복수, 흡혈귀의 사냥터, 탈주범들의 배신 등의 다양한 소재들이 결국 공포의 하이웨이에서 펼쳐진다."
1243,등산의 참맛,관람객 평점 없음,"['멜로/로맨스', '드라마']",한국,75분,청소년 관람불가,https://movie-phinf.pstatic.net/20190103_241/1546498413346icntd_JPEG/movie_image.jpg?type=m203_290_2,박도진, 조용복,,2019,01,13,"행복한 결혼생활을 하던 민지는 자신의 아이가 교통사고로 사망하자 심한 우울증 및 대인기피증에 걸려 이혼하고 혼자 지낸다. 그러다 복잡한 도시생활에도 염증을 느껴 지방으로 떠난다. 다행히 취미로 익혀뒀던 드론조종기술이 있어드론을 이용한 산불감시원 일을 하게 된다. 주로 혼자 다니던 민지는 직장을 옮기면서 40대 파트너와 반 강제로 같이 일을 하게 된다. 민지의 파트너 태훈은 백수생활을 오래한 듯 모든 일에 의욕이 없다. 힘도 딸리고 드론 조종도 못한다. 민지는 그런 태훈이 못 마땅하지만 신경 안 쓰고 하루 하루를 보낸다.감시코스를 같이 다니며 이런 저런 대화를 하게 되는 민지와 태훈, 둘은 극명하게 갈리는 성격과 세대차로 다투기도 하지만 가슴 속 아픔이 있음을 알고 서로 다독이며 숲 속 생활의 여유로움을 즐긴다.여자와 남자, 아가씨와 아저씨 전혀 어울리지 않은 두 사람의 버려진 인생이 오늘도 아슬아슬하게 계속된다."
1244,닥터 킬러 패밀리,관람객 평점 없음,"['공포', '스릴러']",미국,98분,청소년 관람불가,https://movie-phinf.pstatic.net/20190103_76/1546499514175Ed0So_JPEG/movie_image.jpg?type=m203_290_2,에릭 로버츠, 비벌리 랜돌프,,2019,02,14,루이스는 존경 받는 뇌 외과 의사이며 가족 사업을 운영하는 아름다운 두 아이와 행복한 결혼 생활을 하는 모범가족이다. 하지만 그들의 저녁 식사에 초대받은 사람은 곧 정신을 잃고 밀폐된 수술실에 갖히게 된다.  정신 차리고 보니 주변에 신체가 절단된 사람들이 감금되어 있다. 루이스 패밀리는 납치한 사람들로부터 적출한 신선한 장기를 불치병 환자들에게 이식하는 사업을 하고 있고 남은 부산물은 요리의 재료로 사용하는 엽기적인 살인마 가족이다. 하지만 어느 날 생존자들이 극적인 탈출을 감행하게 된다.
1245,마지막 전투,관람객 평점 없음,"['전쟁', '액션']",영국,81분,15세 관람가,https://movie-phinf.pstatic.net/20190103_166/1546500250515dBmzz_JPEG/movie_image.jpg?type=m203_290_2,션 크로닌, 조 스톤-피윙스, 리처드 디 로버츠,2019,01,10,"집에 돌아갈 준비를 하던 군인들은 우왕좌왕하고 공격을 보이콧하지만이미 전투는 시작되고  가장 치열하고 가장 어리석은 단 1시간의 전투는11,000명이 희생되는 비극이 된다.역사상 가장 무모한 전쟁을 목격한다."
1246,화이트 라이언 찰리,관람객 평점 없음,['드라마'],프랑스,98분,전체 관람가,https://movie-phinf.pstatic.net/20190801_195/1564641120418mIcms_JPEG/movie_image.jpg?type=m203_290_2,멜라니 로랑, 랭글리 커크우드, 다니아 드 빌리어스,2019,08,08,"런던에 살고 있던 미아네 가족은 사자 농장을 운영하기 위해 남아프리카로 이사한다. 새로운 환경에 들떠 있는 가족들과 달리, 미아는 오랜 친구들과 떨어져 생활해야 한다는 사실이 영 마음에 들지 않는다. 그러던 어느 날, 농장에 흰 사자 찰리가 태어나고 미아와 찰리는 곧 세상에서 가장 친한 친구가 된다. 한편 미아의 아빠 존은 점차 맹수의 모습으로 변해가는 찰리를 여전히 친구로 대하는 미아가 걱정된다. 그리고 농장 또한 지금의 운영 방식으로는 적자를 벗어날 수 없다는 사실을 받아들이면서 곧 중대한 결정을 내리게 되는데… 아빠 존의 결정으로 위험에 처하게 된 찰리와 이를 눈치 챈 미아. 미아는 고민 끝에 찰리를 위한 아주 특별한 여행을 준비한다. 과연 미아는 찰리를 위험으로부터 구해낼 수 있을까?"
1247,라스트 레터,관람객 평점 없음,"['멜로/로맨스', '드라마']",중국,113분,전체 관람가,https://movie-phinf.pstatic.net/20210125_145/1611566725865bNcCH_JPEG/movie_image.jpg?type=m203_290_2,저우쉰, 친하오, 얀슈 우,2021,02,08,"언니의 죽음을 알리기 위해 그녀의 동창회에 참석한 동생 ‘지후아’자신을 언니 ‘지난’으로 착각하는 동창들에게 사실을 밝히지 못하고첫사랑 ‘인추안’과 연락처를 교환하게 된다.‘지후아’는 남편의 눈을 피해 발신주소 없이 언니인 척 ‘인추안’에게 편지를 보내고,‘지난’의 고향 주소를 알던 ‘인추안’은 ‘지난’의 집으로 답신을 하게 되는데…"
1255,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다,관람객 평점 없음,['드라마'],한국,87분,12세 관람가,https://movie-phinf.pstatic.net/20190423_267/1555997380934BRFKz_JPEG/movie_image.jpg?type=m203_290_2,이종철, 조하영, 이민아,2019,06,01,"대전에서 활동하는 변감독은 시나리오 수업으로 생계를 근근이 유지한다.', 그러던 어느 날. 변감독은 자신의 단편영화가 칸 영화제 쇼트필름코너에 상영된다는 소식을 듣게 된다.', 하지만 기쁨도 잠시, 변감독의 주변에서는 예상치 않던 일들이 자꾸 벌어지고 우여곡절 끝에 간 프랑스에서 수상한 여배우 ‘사라’를 만나 영화를 찍게 된다."
1257,인면어: 저주의 시작,관람객 평점 없음,['공포'],대만,114분,15세 관람가,https://movie-phinf.pstatic.net/20190725_129/1564016521724LJFxV_JPEG/movie_image.jpg?type=m203_290_2,렉슨 쳉, 비비안 수,,2019,08,14,사건1. 기이한 살인 | 일가족 전원이 비닐봉지를 뒤집어쓴 채 질식사사건2. 악귀의 봉인 | 빙의 된 악귀를 물고기 속에 가둠사건3. 깨어난 악귀 | 슈베르트의 마왕이 시작되고 그가 돌아온다
1261,바다로 가자,관람객 평점 없음,['다큐멘터리'],한국,71분,전체 관람가,https://movie-phinf.pstatic.net/20200521_51/159002346063943UJL_JPEG/movie_image.jpg?type=m203_290_2,김주영, 이광자, 조영진,2020,06,18,"존재했지만 부재했던 웃지 않는 나의 아버지. ', 가족들이 무관심했던 아버지의 삶을 통해 ', 70년 대한민국 현대사의 트라우마를 찾아가는 딥포커스 다큐멘터리."
1262,언노운 게스트,관람객 평점 없음,"['범죄', '스릴러']",미국,134분,15세 관람가,https://movie-phinf.pstatic.net/20181120_270/1542701269283VqtYt_JPEG/movie_image.jpg?type=m203_290_2,몰리 라이먼,,,2018,11,29,"외딴 시골에 살고 있는 ‘바네사’의 집에 어느 날 낯선 자들이 방문한다.범죄조직 보스의 아들 ‘지미’와 그의 대부인 ‘마이크’가배신자들에게 쫓기던 중 은신처로 찾아온 것.불청객들이 반갑지 않은 바네사는 냉랭한 태도로 그들과 거리를 두고집안은 불편한 기류가 흐른다.그러던 중, 마이크는 자신들의 위치가 발각되고갱단이 은신처로 오고 있다는 사실을 알게 되는데...낯선 이들의 방문, 갱단의 추격평온한 일상이 위협받기 시작한다!"
1264,언데드 인 커밍,관람객 평점 없음,['공포'],오스트레일리아,78분,청소년 관람불가,https://movie-phinf.pstatic.net/20190212_150/15499525117219lWBi_JPEG/movie_image.jpg?type=m203_290_2,앤디 맥피, 조지아 차라,,2019,02,14,"[""독일로 여행을 떠나게 된 '애쉬'와 '브래드'., 오래된 폐가에서 나치 장군의 시신을 발견하게 된 그들은 그곳에 갇히게 되고충격적인 나치 가족 영상을 발견하게 되는데."
1265,황비홍-천하지남북영웅,관람객 평점 없음,"['무협', '액션']",중국,104분,15세 관람가,https://movie-phinf.pstatic.net/20181221_173/1545368438823uAL5L_JPEG/movie_image.jpg?type=m203_290_2,조문탁,,,2018,12,24,"성광병원의 음모를 알게 된 황비홍은 백성을 구하기 위한 사투를 시작한다!청나라 말기, 중국의 많은 백성들은 아편에 중독되어 고통 받고 있다. 이때 청나라에는 최초의 양의학 병원 ‘성광병원’이 들어오게 되고, 병원장은 아편 중독자들을 치료해준다는 명목 하에 아편 보다 강력한 맹독으로 실험을 진행하는데…"
1266,유에프오: 지구 침공,관람객 평점 없음,['SF'],미국,97분,12세 관람가,https://movie-phinf.pstatic.net/20190322_181/1553220829482NFCxb_JPEG/movie_image.jpg?type=m203_290_2,안젤라 콜, 로저 코너스,,2019,03,28,"전 세계적으로 대기 중에 이상한 소리들이 울려 퍼지고, 각지의 도시들은 정체를 알 수 없는 무언가가 공중에서 포착된다. 한편, 로레인이 이끄는 UFO 연구팀은 탐사 도중 미지의 존재와 마주하게 되고, 그들이 지구를 공격하는 이유를 알아내려고 하지만 오히려 점점 더 위험한 곳으로 이끌려간다."
1268,툼 인베이더,관람객 평점 없음,"['액션', '모험']",미국,83분,15세 관람가,https://movie-phinf.pstatic.net/20190207_132/1549515395667f0NfH_JPEG/movie_image.jpg?type=m203_290_2,사만다 보링,,,2019,02,05,"탐험 중 사망한 고고학자인 어머니의 뒤를 이어 고고학 박사가 된 앨리는 어느 날, 어머니의 탐험일지를 전해주러 온 묘연의 인물에게서 뜻밖의 제안을 받는다.바로 어머니가 발굴하려다 사망한 진시황의 무덤 속 ‘용의 심장’을 함께 찾자는 것이었다.베일에 싸인 이 유물을 발굴하려 앨리는 동료들과 함께 중국에 와서 이 일을 제안한 팀 파커와 옛 동료 네이슨을 만나지만, 그들이 자신을 이용해 유물을 훔쳐 거금을 챙기려는 듯한 낌새를 채게 된다.그럼에도 앨리는 어머니의 자취를 따라 그들과 위험한 동행을 하게 되지만, 멸망한 왕조의 후손들에게 무차별 공격을 당하고 치명적인 함정들에 부딪히기 시작하는데….수백 년 봉인된 무덤을 둘러싼 사상 초유의 대결이 시작된다!"
